100 99 30 tree
0 1
0 2
0 3
2 4
1 5
0 6
2 7
4 8
2 9
7 10
7 11
11 12
11 13
7 14
7 15
15 16
0 17
15 18
12 19
19 20
16 21
19 22
5 23
16 24
12 25
16 26
16 27
21 28
14 29
12 30
15 31
2 32
19 33
25 34
15 35
35 36
10 37
1 38
10 39
6 40
37 41
41 42
41 43
28 44
36 45
30 46
0 47
1 48
42 49
13 50
19 51
44 52
48 53
7 54
32 55
35 56
22 57
35 58
1 59
19 60
10 61
37 62
27 63
60 64
15 65
56 66
47 67
5 68
63 69
27 70
60 71
5 72
2 73
34 74
45 75
64 76
74 77
76 78
33 79
66 80
64 81
52 82
79 83
70 84
37 85
12 86
63 87
86 88
62 89
73 90
67 91
32 92
18 93
57 94
86 95
32 96
36 97
0 98
8 99
