100 99 10 tree
0 1
0 2
0 3
0 4
2 5
2 6
6 7
3 8
0 9
5 10
0 11
0 12
0 13
1 14
0 15
12 16
5 17
13 18
15 19
1 20
0 21
17 22
17 23
2 24
17 25
22 26
12 27
12 28
6 29
8 30
12 31
17 32
14 33
31 34
13 35
9 36
20 37
13 38
29 39
9 40
39 41
38 42
6 43
17 44
6 45
32 46
17 47
40 48
46 49
17 50
25 51
40 52
38 53
23 54
23 55
3 56
42 57
41 58
29 59
22 60
15 61
14 62
59 63
40 64
53 65
16 66
14 67
39 68
12 69
21 70
53 71
8 72
34 73
25 74
28 75
70 76
38 77
64 78
62 79
76 80
70 81
75 82
42 83
70 84
4 85
30 86
45 87
46 88
77 89
34 90
30 91
49 92
33 93
10 94
86 95
28 96
35 97
16 98
27 99
