80 142 60 planar-grid
0 1
0 8
8 9
8 16
16 17
16 24
24 25
24 32
32 33
32 40
40 41
40 48
48 49
48 56
56 57
56 64
64 65
64 72
72 73
1 2
1 9
9 10
9 17
17 18
17 25
25 26
25 33
33 34
33 41
41 42
41 49
49 50
49 57
57 58
57 65
65 66
65 73
73 74
2 3
2 10
10 11
10 18
18 19
18 26
26 27
26 34
34 35
34 42
42 43
42 50
50 51
50 58
58 59
58 66
66 67
66 74
74 75
3 4
3 11
11 12
11 19
19 20
19 27
27 28
27 35
35 36
35 43
43 44
43 51
51 52
51 59
59 60
59 67
67 68
67 75
75 76
4 5
4 12
12 13
12 20
20 21
20 28
28 29
28 36
36 37
36 44
44 45
44 52
52 53
52 60
60 61
60 68
68 69
68 76
76 77
5 6
5 13
13 14
13 21
21 22
21 29
29 30
29 37
37 38
37 45
45 46
45 53
53 54
53 61
61 62
61 69
69 70
69 77
77 78
6 7
6 14
14 15
14 22
22 23
22 30
30 31
30 38
38 39
38 46
46 47
46 54
54 55
54 62
62 63
62 70
70 71
70 78
78 79
7 15
15 23
23 31
31 39
39 47
47 55
55 63
63 71
71 79
