110 199 105 planar-grid
0 1
0 11
11 12
11 22
22 23
22 33
33 34
33 44
44 45
44 55
55 56
55 66
66 67
66 77
77 78
77 88
88 89
88 99
99 100
1 2
1 12
12 13
12 23
23 24
23 34
34 35
34 45
45 46
45 56
56 57
56 67
67 68
67 78
78 79
78 89
89 90
89 100
100 101
2 3
2 13
13 14
13 24
24 25
24 35
35 36
35 46
46 47
46 57
57 58
57 68
68 69
68 79
79 80
79 90
90 91
90 101
101 102
3 4
3 14
14 15
14 25
25 26
25 36
36 37
36 47
47 48
47 58
58 59
58 69
69 70
69 80
80 81
80 91
91 92
91 102
102 103
4 5
4 15
15 16
15 26
26 27
26 37
37 38
37 48
48 49
48 59
59 60
59 70
70 71
70 81
81 82
81 92
92 93
92 103
103 104
5 6
5 16
16 17
16 27
27 28
27 38
38 39
38 49
49 50
49 60
60 61
60 71
71 72
71 82
82 83
82 93
93 94
93 104
104 105
6 7
6 17
17 18
17 28
28 29
28 39
39 40
39 50
50 51
50 61
61 62
61 72
72 73
72 83
83 84
83 94
94 95
94 105
105 106
7 8
7 18
18 19
18 29
29 30
29 40
40 41
40 51
51 52
51 62
62 63
62 73
73 74
73 84
84 85
84 95
95 96
95 106
106 107
8 9
8 19
19 20
19 30
30 31
30 41
41 42
41 52
52 53
52 63
63 64
63 74
74 75
74 85
85 86
85 96
96 97
96 107
107 108
9 10
9 20
20 21
20 31
31 32
31 42
42 43
42 53
53 54
53 64
64 65
64 75
75 76
75 86
86 87
86 97
97 98
97 108
108 109
10 21
21 32
32 43
43 54
54 65
65 76
76 87
87 98
98 109
