90 161 50 planar-grid
0 1
0 9
9 10
9 18
18 19
18 27
27 28
27 36
36 37
36 45
45 46
45 54
54 55
54 63
63 64
63 72
72 73
72 81
81 82
1 2
1 10
10 11
10 19
19 20
19 28
28 29
28 37
37 38
37 46
46 47
46 55
55 56
55 64
64 65
64 73
73 74
73 82
82 83
2 3
2 11
11 12
11 20
20 21
20 29
29 30
29 38
38 39
38 47
47 48
47 56
56 57
56 65
65 66
65 74
74 75
74 83
83 84
3 4
3 12
12 13
12 21
21 22
21 30
30 31
30 39
39 40
39 48
48 49
48 57
57 58
57 66
66 67
66 75
75 76
75 84
84 85
4 5
4 13
13 14
13 22
22 23
22 31
31 32
31 40
40 41
40 49
49 50
49 58
58 59
58 67
67 68
67 76
76 77
76 85
85 86
5 6
5 14
14 15
14 23
23 24
23 32
32 33
32 41
41 42
41 50
50 51
50 59
59 60
59 68
68 69
68 77
77 78
77 86
86 87
6 7
6 15
15 16
15 24
24 25
24 33
33 34
33 42
42 43
42 51
51 52
51 60
60 61
60 69
69 70
69 78
78 79
78 87
87 88
7 8
7 16
16 17
16 25
25 26
25 34
34 35
34 43
43 44
43 52
52 53
52 61
61 62
61 70
70 71
70 79
79 80
79 88
88 89
8 17
17 26
26 35
35 44
44 53
53 62
62 71
71 80
80 89
