70 140 30 toroidal-grid
0 1
0 7
0 6
0 63
7 8
7 14
7 13
14 15
14 21
14 20
21 22
21 28
21 27
28 29
28 35
28 34
35 36
35 42
35 41
42 43
42 49
42 48
49 50
49 56
49 55
56 57
56 63
56 62
63 64
63 69
1 2
1 8
1 64
8 9
8 15
15 16
15 22
22 23
22 29
29 30
29 36
36 37
36 43
43 44
43 50
50 51
50 57
57 58
57 64
64 65
2 3
2 9
2 65
9 10
9 16
16 17
16 23
23 24
23 30
30 31
30 37
37 38
37 44
44 45
44 51
51 52
51 58
58 59
58 65
65 66
3 4
3 10
3 66
10 11
10 17
17 18
17 24
24 25
24 31
31 32
31 38
38 39
38 45
45 46
45 52
52 53
52 59
59 60
59 66
66 67
4 5
4 11
4 67
11 12
11 18
18 19
18 25
25 26
25 32
32 33
32 39
39 40
39 46
46 47
46 53
53 54
53 60
60 61
60 67
67 68
5 6
5 12
5 68
12 13
12 19
19 20
19 26
26 27
26 33
33 34
33 40
40 41
40 47
47 48
47 54
54 55
54 61
61 62
61 68
68 69
6 13
6 69
13 20
20 27
27 34
34 41
41 48
48 55
55 62
62 69
