100 200 10 watts-strogatz
0 1
0 99
0 98
0 62
1 2
1 3
1 99
2 3
2 4
3 4
3 5
3 79
3 92
4 5
4 6
5 6
5 7
6 7
6 8
7 8
7 9
8 9
8 10
8 81
9 10
9 11
9 44
10 80
10 35
10 74
11 13
11 64
11 40
12 13
12 14
13 14
13 15
13 60
14 15
14 16
15 16
15 17
16 18
16 93
17 18
17 19
18 19
18 74
19 20
19 21
20 21
20 65
21 22
21 23
21 80
22 23
22 88
23 24
23 25
24 25
24 26
25 26
25 85
26 27
26 28
26 80
27 28
27 48
28 29
28 30
29 30
29 31
30 32
30 69
31 32
31 33
32 34
32 49
33 35
33 39
34 35
34 36
35 36
35 37
35 77
35 82
36 44
36 58
37 38
37 39
37 63
38 39
38 40
39 41
39 45
40 41
41 43
41 62
42 43
42 44
43 44
43 45
44 46
45 46
45 47
46 87
46 76
47 48
47 49
47 50
47 79
48 49
48 50
49 50
49 51
50 52
50 64
51 52
51 53
51 73
52 53
52 54
53 54
53 64
54 55
54 56
55 56
55 57
56 57
56 58
57 58
57 59
58 59
58 60
59 60
59 61
60 62
61 62
61 63
62 63
62 76
63 77
64 66
65 66
65 78
66 67
66 68
67 68
67 69
68 69
68 70
69 70
69 71
70 71
70 72
71 72
71 73
72 73
72 74
73 75
74 75
75 76
75 77
76 77
76 78
76 96
77 79
78 80
78 82
81 82
81 95
82 95
83 84
83 85
84 85
84 86
85 86
85 87
86 87
86 88
87 88
87 89
88 89
88 90
89 90
89 91
90 91
90 92
91 92
91 93
92 93
93 94
93 95
94 95
94 96
95 96
96 97
97 98
97 99
98 99
