60 124 12 erdos-renyi
0 5
0 19
0 20
0 22
0 37
0 40
0 44
1 9
1 19
1 47
1 56
1 59
2 15
2 41
2 43
3 12
3 18
3 22
3 25
3 46
3 47
3 48
4 13
4 19
4 20
4 42
4 51
4 54
4 55
5 7
5 40
5 42
6 14
6 16
6 23
6 39
7 17
7 41
7 50
8 17
8 22
8 51
8 58
9 37
9 43
11 22
11 31
11 37
11 42
12 21
12 32
12 41
13 18
13 46
13 49
14 15
14 17
15 16
15 32
16 17
16 48
17 27
17 44
17 45
17 46
17 49
17 50
17 59
18 22
18 26
18 31
18 38
18 53
19 44
20 31
20 52
22 24
22 28
22 34
22 38
23 34
23 44
23 47
23 50
23 54
24 51
25 34
25 37
25 53
25 55
26 32
27 40
27 45
28 41
29 35
29 48
30 31
30 40
30 47
30 48
31 53
32 34
32 39
32 42
33 44
33 59
34 35
34 39
34 45
35 36
35 43
36 50
37 43
37 56
38 39
38 57
39 41
40 44
41 56
42 54
45 52
46 56
49 55
50 58
