60 372 12 erdos-renyi
0 11
0 18
0 28
0 32
0 33
0 35
0 40
0 42
0 46
0 50
0 52
1 4
1 13
1 24
1 26
1 30
1 32
1 34
1 36
1 45
1 46
1 47
1 51
1 52
1 55
2 8
2 17
2 20
2 26
2 38
2 40
2 42
2 49
2 57
2 59
3 11
3 12
3 14
3 24
3 30
3 31
3 33
3 35
3 47
3 52
3 57
3 58
3 59
4 6
4 11
4 13
4 15
4 20
4 34
4 36
4 42
4 52
4 53
4 55
5 15
5 19
5 20
5 26
5 28
5 43
5 48
5 49
5 52
6 7
6 8
6 9
6 15
6 21
6 24
6 28
6 29
6 32
6 35
6 46
6 47
6 57
6 58
7 8
7 12
7 14
7 15
7 21
7 28
7 29
7 32
7 33
7 35
7 38
7 47
7 52
7 53
7 57
7 58
8 11
8 19
8 24
8 38
8 39
8 44
8 50
8 52
9 10
9 17
9 18
9 30
9 31
9 37
9 39
9 44
9 47
9 48
10 12
10 19
10 20
10 23
10 43
10 46
10 47
10 48
11 19
11 21
11 28
11 33
11 34
11 35
11 44
11 46
11 50
11 52
11 53
11 56
12 23
12 30
12 32
12 37
12 38
12 42
12 57
13 16
13 24
13 25
13 27
13 30
13 32
13 37
13 42
13 44
13 48
13 51
13 54
14 18
14 22
14 27
14 30
14 33
14 50
15 17
15 24
15 26
15 34
15 35
15 40
15 51
15 52
15 56
15 58
16 21
16 23
16 32
16 36
16 39
16 52
16 55
16 58
16 59
17 26
17 32
17 43
17 44
17 45
17 53
17 55
17 57
18 33
18 34
18 35
18 43
18 57
19 24
19 32
19 33
19 36
19 41
19 45
19 46
19 50
19 56
20 24
20 33
20 34
20 43
20 44
20 49
20 50
20 56
20 57
21 26
21 34
21 37
21 39
21 40
21 41
21 46
21 48
21 51
21 52
21 54
21 55
21 57
21 58
22 23
22 25
22 32
22 47
23 26
23 28
23 29
23 36
23 38
23 40
24 27
24 29
24 30
24 31
24 32
24 44
24 48
24 50
24 56
25 28
25 31
25 34
25 40
25 42
25 47
25 49
25 55
26 37
26 38
26 43
26 47
26 48
26 49
26 56
27 37
27 39
27 45
27 49
27 50
27 53
27 55
28 29
28 30
28 32
28 50
28 53
29 37
29 44
29 55
29 56
29 58
30 38
30 42
30 43
30 49
30 51
30 53
31 35
31 37
31 38
31 41
31 46
31 50
31 51
31 54
31 55
31 56
31 59
32 41
32 42
32 43
32 47
32 49
32 57
33 44
33 46
33 48
33 51
33 53
34 36
34 41
34 43
34 46
34 48
34 49
34 54
34 55
35 36
35 38
35 40
35 43
35 45
35 46
35 52
35 54
36 50
36 51
36 52
36 55
37 49
37 51
38 43
38 44
38 45
38 49
38 53
39 42
39 43
39 45
39 53
40 46
40 52
40 57
41 47
41 52
41 56
42 43
42 48
43 45
43 50
43 51
43 54
43 59
44 51
44 56
44 58
45 47
45 49
46 53
46 57
47 51
47 54
48 49
48 50
48 55
48 57
48 59
49 57
50 52
50 54
51 53
51 58
52 53
52 59
55 59
56 57
56 58
