60 116 6 barabasi-albert
0 2
0 6
0 10
0 11
0 22
0 27
0 38
1 2
1 3
1 4
1 12
1 14
1 18
1 25
1 31
1 34
1 43
1 51
2 3
2 4
2 5
2 7
2 8
2 9
2 11
2 13
2 33
2 35
2 46
2 52
2 57
3 23
3 41
3 47
4 5
4 7
4 9
4 10
4 12
4 17
4 20
4 21
4 26
4 29
4 48
5 6
5 8
5 15
5 21
5 32
5 42
6 15
6 16
6 20
6 38
6 44
6 45
6 49
6 50
6 53
7 19
7 22
7 23
7 25
7 28
7 40
7 51
7 52
7 57
7 59
8 13
8 30
8 32
8 39
8 45
8 55
9 46
10 37
11 27
11 36
11 48
11 58
12 55
13 14
13 16
13 18
13 19
13 24
13 26
13 35
13 37
13 53
13 54
14 31
14 56
15 17
15 24
15 28
16 29
16 36
17 54
18 50
19 59
21 33
21 40
22 34
24 30
25 41
25 42
27 56
30 44
31 43
33 39
39 58
40 47
43 49
