60 116 12 barabasi-albert
0 2
0 3
0 4
0 5
0 8
0 9
0 10
0 18
0 25
0 28
0 29
0 34
0 35
0 37
0 44
1 2
1 3
1 23
1 26
1 54
2 14
2 24
2 38
2 59
3 4
3 7
3 21
3 29
3 39
3 51
3 55
4 5
4 6
4 7
4 13
4 17
4 18
4 19
4 20
4 22
4 23
4 25
4 28
4 30
4 32
4 33
4 36
4 39
4 45
4 56
5 6
5 9
5 12
5 15
5 16
5 17
5 41
5 43
5 58
5 59
6 8
7 11
7 12
7 16
7 26
7 46
8 10
8 11
8 15
8 32
8 34
8 35
8 37
8 38
8 43
8 48
8 53
8 55
9 27
10 20
10 24
10 36
10 51
11 19
11 52
12 13
12 27
12 40
12 41
12 48
12 49
13 14
13 21
13 58
15 22
15 44
15 50
15 54
16 42
16 50
22 57
23 30
23 33
23 57
25 31
26 31
28 46
31 52
32 42
32 56
34 47
39 40
41 49
43 45
43 47
52 53
