100 196 30 barabasi-albert
0 2
0 3
0 4
0 5
0 6
0 9
0 10
0 11
0 14
0 15
0 16
0 25
0 28
0 32
0 33
0 34
0 42
0 43
0 55
0 58
0 61
0 66
0 72
0 79
0 86
0 94
0 98
1 2
1 17
1 36
2 3
2 5
2 7
2 9
2 13
2 16
2 26
2 27
2 32
2 36
2 43
2 48
2 52
2 54
2 62
2 65
2 75
2 81
2 91
2 93
2 94
3 4
3 6
3 8
3 12
3 20
3 25
3 28
3 35
3 52
3 89
4 11
4 12
4 13
4 19
4 21
4 35
4 39
4 42
4 48
4 73
4 79
4 87
4 93
5 7
5 14
5 17
5 45
5 76
7 8
7 10
7 24
7 77
8 19
8 27
8 30
8 58
8 62
8 75
9 31
9 44
10 15
10 29
10 38
10 47
10 64
10 74
10 91
11 22
11 37
11 41
11 54
11 95
12 40
12 45
12 49
12 55
12 70
12 77
12 88
13 23
13 46
13 78
14 18
14 22
14 50
14 81
15 21
15 34
15 60
15 97
16 18
16 26
16 47
16 51
16 82
17 23
17 37
17 59
17 74
17 80
17 85
18 24
18 38
19 20
19 41
19 90
19 98
21 59
21 70
21 83
22 29
22 64
22 76
22 82
23 30
23 39
23 67
25 40
25 63
25 68
25 71
26 63
27 33
28 31
28 65
28 68
28 85
28 99
30 87
33 49
34 44
34 51
34 72
34 88
34 97
37 46
37 50
37 53
37 69
37 83
39 84
41 60
41 66
41 92
42 71
44 86
46 84
48 57
49 53
50 56
50 57
50 67
54 56
54 73
54 92
54 96
55 90
57 61
62 69
67 78
67 95
69 89
70 99
78 80
78 96
