74	258	7	massachusetts
0	2	1610
0	6	1605
0	8	1745
1	2	387
2	5	758
2	6	1159
3	5	350
3	7	626
4	9	1044
4	10	1167
5	7	295
5	12	1165
5	16	1228
6	8	407
6	12	648
7	10	591
7	15	1263
8	11	522
8	12	298
9	10	183
9	17	1052
9	19	1175
10	18	1251
12	13	828
12	14	841
13	16	676
13	21	856
15	16	134
15	18	458
15	21	336
16	21	532
17	18	234
17	20	545
18	21	581
19	20	1646
19	29	1328
19	57	1226
20	21	679
20	22	452
21	22	458
21	24	890
21	27	860
21	28	586
21	39	1222
22	23	243
22	30	1665
23	24	168
23	25	164
23	32	1198
24	25	192
25	26	156
25	27	179
26	27	238
26	32	1041
26	34	1700
27	36	773
28	40	491
28	48	3238
29	30	232
29	59	799
30	31	424
30	59	672
31	32	498
31	33	180
31	59	551
32	33	495
33	34	933
33	59	1007
34	35	658
34	70	366
35	42	855
35	43	814
35	70	734
36	37	318
36	41	763
37	38	316
37	41	615
38	39	129
38	47	1753
39	40	348
39	47	2189
40	48	3281
41	42	396
41	44	606
42	43	349
42	44	408
43	45	324
43	53	1007
44	45	188
44	46	342
45	46	286
45	53	1127
46	47	1053
46	73	572
47	48	1462
48	47	1461
47	50	2932
47	51	1688
51	47	1700
47	52	1406
52	47	1418
47	53	1500
53	47	1508
47	73	805
73	47	702
48	49	1303
49	48	1318
48	72	853
72	48	853
49	50	1544
50	49	1602
49	72	847
72	49	847
50	51	1494
51	50	1493
51	52	871
52	51	879
52	53	1392
53	52	1393
54	56	934
56	54	913
55	56	1025
56	55	1044
56	57	1035
57	56	1018
56	58	1136
58	56	1135
57	58	914
58	57	930
58	59	814
59	58	849
58	71	311
71	58	310
59	60	2483
60	59	2483
59	62	966
62	59	976
59	64	1163
64	59	1158
59	66	863
66	59	897
59	68	1215
68	59	1178
59	70	1285
70	59	1285
59	71	461
71	59	461
61	62	371
62	61	407
62	64	137
64	62	151
63	64	325
64	63	307
64	65	635
65	64	691
66	67	264
67	66	286
66	68	1176
68	66	1176
68	69	533
69	68	589
68	70	899
70	68	898
