416	914	42	anaheim
0	116	5280
1	86	5280
2	73	5280
3	232	5280
4	164	5280
5	212	5280
6	252	5280
7	410	2640
8	378	2640
8	394	2640
9	337	2640
9	361	2640
10	308	2640
11	274	2640
12	261	2640
13	256	2640
14	253	2640
15	262	2640
16	275	2640
17	321	2640
17	347	2640
18	363	2640
18	379	2640
19	396	2640
20	411	2640
20	412	2640
21	413	2640
21	414	2640
22	415	2640
23	265	1320
23	266	1320
24	267	1320
24	268	1320
25	272	1320
25	273	1320
26	301	1320
26	302	1320
27	302	1320
27	303	1320
28	307	1320
28	336	1320
29	339	1320
29	340	1320
30	328	1320
30	329	1320
31	331	1320
31	332	1320
32	336	1320
32	360	1320
33	368	1320
33	384	1320
34	372	1320
34	388	1320
35	377	1320
35	393	1320
36	400	1320
36	401	1320
37	405	1320
37	406	1320
38	265	3854
38	266	3854
39	267	3485
39	268	3485
40	272	2640
40	273	2640
41	301	2640
41	302	2640
42	302	4066
42	303	4066
43	307	2640
43	336	7920
44	339	2640
44	340	2640
45	328	2640
45	329	2640
46	331	2429
46	332	2482
47	336	2640
47	360	2640
48	368	2640
48	384	2640
49	372	2640
49	388	2640
50	377	2640
50	393	2640
51	400	2640
51	401	2640
52	405	2851
52	406	2798
53	55	1320
53	229	1320
54	58	1320
55	101	1320
56	53	1320
56	234	1320
57	136	1320
57	144	1320
58	145	1320
59	101	1320
59	229	1320
60	135	1320
61	1	5280
62	61	5280
63	62	2640
63	188	1320
64	63	1690
65	64	1109
66	65	1320
66	259	1320
67	66	8501
68	67	1320
68	257	1320
69	68	6811
70	69	1320
70	254	1320
71	70	1320
72	71	2270
72	140	1320
73	72	5280
74	2	5280
75	74	5280
76	75	2270
76	140	1320
77	76	1320
78	77	1320
78	255	1320
79	78	6811
80	79	1320
80	258	1320
81	80	8501
82	81	1320
82	260	1320
83	82	1109
84	83	1690
85	84	2640
85	188	1320
86	85	5280
87	0	5280
88	87	5280
89	88	1320
89	292	1320
90	89	1109
91	90	1531
92	91	1690
92	182	1320
92	194	1320
93	92	3379
94	93	1320
94	289	1320
95	94	6019
96	95	1320
96	287	1320
97	96	3010
98	97	1320
98	282	1320
99	98	1901
100	99	1320
100	277	1320
101	100	3749
102	58	1320
102	60	1320
102	236	1320
103	102	3749
104	103	1320
104	278	1320
105	104	1901
106	105	1320
106	283	1320
107	106	3010
108	107	1320
108	288	1320
109	108	6019
110	109	1320
110	290	1320
111	110	3379
112	111	1690
112	182	1320
112	194	1320
113	112	1531
114	113	1109
115	114	1320
115	293	1320
116	115	5280
117	4	5280
118	117	5280
119	118	1320
119	399	1320
120	119	2640
121	120	3010
122	121	1320
122	381	1320
123	122	4171
124	123	1320
124	365	1320
125	124	4171
126	125	1320
126	349	1320
127	126	3010
128	127	1531
129	128	1320
129	323	1320
130	129	4171
131	130	1531
131	313	1320
132	131	2270
133	132	1690
134	133	1320
134	297	1320
135	134	739
136	135	3062
137	59	1320
137	136	634
137	235	1320
138	137	5280
139	138	1320
139	264	1320
140	139	4541
141	71	1320
141	75	1320
142	141	4541
143	142	1320
143	263	1320
144	143	4330
145	144	581
146	56	1320
146	145	3696
147	146	1109
148	147	1320
148	296	1320
149	148	1690
150	149	1109
151	150	3010
151	309	1320
152	151	3379
153	152	1320
153	322	1320
154	153	1531
155	154	3010
156	155	1320
156	348	1320
157	156	4171
158	157	1320
158	364	1320
159	158	4171
160	159	1320
160	380	1320
161	160	3010
162	161	2640
163	162	1320
163	398	1320
164	163	5280
165	5	5280
166	165	5280
167	166	1320
167	408	1320
168	167	3749
169	168	1690
170	169	317
170	215	1320
171	170	1373
171	392	1320
172	171	2429
173	172	1109
174	173	1320
174	376	1320
175	174	3960
176	175	1320
176	359	1320
177	176	3960
178	177	1320
178	335	1320
179	178	9240
180	179	1320
180	306	1320
181	180	739
182	181	1901
183	91	1320
183	111	1320
183	182	1901
184	183	3590
185	184	1901
186	185	1320
186	271	1320
187	186	4330
188	187	3749
189	62	1320
189	84	1320
190	189	3749
191	190	4330
192	191	1320
192	270	1320
193	192	1901
194	193	3590
195	91	1320
195	111	1320
195	194	1901
196	195	1901
197	196	739
198	197	1320
198	305	1320
199	198	9240
200	199	1320
200	334	1320
201	200	3960
202	201	1320
202	358	1320
203	202	3960
204	203	1320
204	375	1320
205	204	1109
206	205	2429
207	206	1373
208	207	317
208	391	1320
209	208	1690
209	249	1320
210	209	3749
211	210	1320
211	407	1320
212	211	5280
213	6	5280
214	213	5280
215	214	1901
216	168	1320
216	215	2851
217	216	1373
217	391	1320
218	217	3749
219	218	2429
219	362	1320
220	219	5650
221	220	1531
222	221	2059
222	345	1320
223	222	4699
224	223	3010
224	329	1320
225	224	4541
226	225	1901
226	310	1320
227	226	5280
228	227	2270
228	276	1320
229	228	581
230	55	1320
230	229	1426
231	57	1320
231	230	1531
232	231	5280
233	3	5280
234	233	5280
235	234	581
236	235	1214
237	54	1320
237	60	1320
237	236	1109
238	237	1109
239	238	2270
239	298	1320
240	239	4541
241	240	3010
241	316	1320
242	241	4541
243	242	1901
243	338	1320
244	243	5069
245	244	3010
245	346	1320
246	245	5650
247	246	1901
247	373	1320
248	247	4330
249	248	1742
250	249	264
250	390	1320
251	207	1320
251	250	2534
252	251	5280
253	14	2640
253	254	5280
254	69	1320
254	253	5280
254	255	1320
255	77	1320
255	254	1320
255	265	5069
256	13	2640
256	257	5280
257	67	1320
257	256	5280
257	258	1320
258	79	1320
258	257	1320
258	266	5069
259	65	1320
259	260	1320
260	81	1320
260	259	1320
260	268	4910
261	12	2640
261	272	5280
262	15	2640
262	263	5280
263	142	1320
263	262	5280
263	264	1320
264	138	1320
264	263	1320
264	265	2640
265	23	1320
265	38	3854
265	255	5069
265	264	2640
265	276	9451
266	23	1320
266	38	3854
266	258	5069
266	267	2640
266	280	4330
267	24	1320
267	39	3485
267	266	2640
267	286	4541
268	24	1320
268	39	3485
268	260	4910
268	269	2640
268	289	6600
269	268	2640
269	270	1531
270	191	1320
270	269	1531
270	271	1320
271	185	1320
271	270	1320
271	272	6019
272	25	1320
272	40	2640
272	261	5280
272	271	739
272	291	5280
273	25	1320
273	40	2640
273	274	5280
